"ident","type_aeroport","name","municipality","latitude_deg","longitude_deg","elevation_ft","Piste","Longueur_de_piste","Type_de_piste","Observations","wikipedia_link","fret"
"AL65","heliport","Medical Center East Heliport","Birmingham","33.595100","-86.664703","1070","H1-","40","CONC/","","","4962"
"AL66","heliport","Alabama Power Headquarters Heliport","Birmingham","33.519600","-86.813599","676","H1-","64","CONC/","","","4811"
"AL67","heliport","Exxon Heliport","Theodore","30.530800","-88.110001","8","","","","","","4878"
"AL68","small_airport","Willis Airport","Piedmont","33.851200","-85.663002","790","","","","","","4367"
"AL69","small_airport","Vaughn Private Airport","Summerdale","30.508499","-87.491600","30","18-36","2000","TURF/","","","4708"
"AL70","heliport","T.V. Alabama Heliport","Hoover","33.352200","-86.787804","550","H1-","150","TURF/","","","4647"
"AL71","small_airport","Willow Point Airport","Our Town","32.803699","-85.980499","551","46235","4500","ASPH/","","","4885"
"AL72","small_airport","Palmer Field","Madison","34.695400","-86.786102","680","18-36","1800","Turf/","","","4608"
"AL73","small_airport","Sharpe Field","Tuskegee","32.491901","-85.775597","253","14-32","5300","ASPH/","","http://en.wikipedia.org/wiki/Sharpe_Field","5019"
"AL74","small_airport","Grimes Field","Semmes","30.764400","-88.305801","215","45047","1800","TURF/","","","4534"
"AL75","seaplane_base","Gulf State Park Seaplane Base","Gulf Shores","30.263300","-87.636902","0","06W-24W","4330","WATER/","","","4498"
"AL76","small_airport","Mayfield (Private) Airport","Maplesville","32.848701","-86.870003","495","43862","3200","TURF/","","","4750"
"AL77","small_airport","Smart Road Airport","Troy","31.740601","-86.007004","425","46631","2100","TURF/","","","4176"
"AL78","small_airport","Klumpp Airport","Fairhope","30.526899","-87.854202","111","17-35","2200","TURF/","","","4486"
"AL79","small_airport","Bartlett Ranch Airport","Pike Road","32.269600","-86.098801","305","18-36","2500","TURF/","","","4504"
"AL80","heliport","Bellefonte Nuclear Plant Heliport","Scottsboro","34.712002","-85.923897","623","","","","","","4477"
"AL81","small_airport","Wallace Field","Robertsdale","30.550200","-87.583298","125","N-S","1700","TURF/","","","4440"
"AL82","heliport","Providence Hospital Heliport","Mobile","30.679399","-88.199997","210","H1-","50","ASPH/","","","4568"
"AL83","heliport","Community Hospital Heliport","Tallassee","32.534000","-85.911301","400","H1-","20","CONC/","","","4595"
"AL84","small_airport","Pecan Ponds Farm Airport","Robertsdale","30.558500","-87.604103","125","46631","2750","TURF/","","","4535"
"AL85","heliport","Towers Heliport","Birmingham","33.474300","-86.324997","1020","","","","","","4745"
"AL86","heliport","Lawrence County Hospital Heliport","Moulton","34.484001","-87.286400","650","H1-","30","CONC/","","","4995"
"AL87","heliport","Dale Medical Center Heliport","Ozark","31.451599","-85.631897","390","H1-","44","CONC/","","","4586"
"AL88","small_airport","Ban Farm Airport","Lillian","30.426600","-87.470802","80","46631","1320","TURF/","","","4781"
"AL89","small_airport","Sommerset Strip","Opelika","32.718700","-85.366898","820","45839","2250","TURF/","","","4602"
"AL90","heliport","Selma Medical Center Heliport","Selma","32.429001","-87.056702","150","H1-","50","CONC/","","","4680"
"AL91","heliport","The Children's Hospital Heliport","Birmingham","33.504299","-86.805298","698","H1-","70","CONC/","","","4777"
"AL92","small_airport","Hawk Field","Harpersville","33.307301","-86.403603","420","47423","3400","TURF/","","","4864"
"AL93","small_airport","Big Sky Airport","Huntsville","34.885601","-86.709999","830","18-36","2450","TURF-G/","","","4560"
"AL94","small_airport","Evans Field","Wilmer","30.812700","-88.377197","212","18-36","2600","TURF/","","","4732"
"AL95","heliport","Mc Intosh Community Heliport","Mc Intosh","31.273500","-88.012497","50","H1- H2-","50/50","CONC/CONC","","","4476"
"AL96","seaplane_base","Bon Secour Seaplane Base","Gulf Shores","30.298300","-87.740799","0","05W-23W","3000","WATER/","","","4763"
"AL97","small_airport","Williamson Farm Airport","Loxley","30.644699","-87.669403","162","18-36","2000","TURF/","","","4654"
"AL98","heliport","Dch Regional Medical Center Heliport","Tuscaloosa","33.206100","-87.526398","284","","","","","","4441"
"AL99","heliport","Blast Off Heliport","Bay Minette","30.839701","-87.772797","241","","","","","","4444"
"AN01","small_airport","Av Ranch Airport","Klondyke","32.816700","-110.317001","3500","13-31","2500","DIRT/","","","4582"
"ANYN","medium_airport","Nauru International Airport","Yaren District","-0.547458","166.919006","22","11293","7054","ASP/","","http://en.wikipedia.org/wiki/Nauru_International_Airport","13726"
"AR01","small_airport","Baker Flying Service Airport","Eudora","33.108501","-91.250099","116","","","","","","4445"
"AR02","heliport","Johnson County Regional Hospital Heliport","Clarksville","35.444801","-93.444901","491","H1-","40","CONC/","","","4642"
"AR03","small_airport","Centerville Airstrip","Centerville","35.118698","-93.201599","350","46631","2600","TURF/","","","4976"
"AR04","small_airport","Gunem Field","Cave Springs","36.261700","-94.248299","1214","18-36","1000","TURF/","","","4449"
"AR05","small_airport","John Harris Field","Chickala","35.215900","-93.304901","1770","18-36","3000","TURF/","","","4232"
"AR06","small_airport","Cantrell Farms Airport","Conway","35.232498","-92.343300","325","47027","2640","TURF/","","","4863"
"AR07","heliport","Ashley County Hospital Heliport","Crossett","33.141800","-91.933502","164","H1-","40","ASPH/","","","4584"
"AR08","small_airport","Flying Machines Airstrip","Eureka Springs","36.315300","-93.666603","1150","15-33","800","TURF/","","","4441"
"AR09","small_airport","Bella Vista Field","Gravette","36.413898","-94.438904","1200","18-36","2600","TURF/","","","4437"
"AR10","small_airport","Greenwalt Company Airport","Hazen","34.806702","-91.608299","232","46631","2600","TURF/","","","4637"
"AR11","small_airport","Ozark Aerodrome","Rogers","36.288898","-94.090302","1270","16-34","1800","TURF/","","","4942"
"AR12","small_airport","Mc Donald's Strip","Rose Bud","35.320599","-92.018700","700","46631","2300","TURF/","","","4516"
"AR13","small_airport","Pearson Field","Bigelow","34.986198","-92.633499","300","14-32","2000","TURF/","","","3997"
"AR17","small_airport","Burns Aerodrome","Palestine","34.983398","-90.915100","207","18-36","2442","TURF/","","","4705"
"AR18","small_airport","Gerrard Airport","Marianna","34.771500","-90.840401","205","","","","","","4303"
"AR19","small_airport","Wesson-Davis Field","Paris","35.212898","-93.752098","570","43466","1500","TURF/","","","4186"
"AR20","heliport","Lawrence Memorial Heliport","Walnut Ridge","36.073700","-90.968498","265","H1-","50","CONC/","","","4796"
"AR21","heliport","St Edward Mercy Medical Center Heliport","Fort Smith","35.355598","-94.350197","454","H1-","40","CONC/","","","4768"
"AR22","small_airport","Tommy's Flying Service Inc Airport","Sherrill","34.381500","-91.958504","215","18-36","2500","TURF/","","","4573"
"AR23","small_airport","Cedar Creek Ranch Airport","Belleville","35.133400","-93.475197","420","16-34","3700","TURF/","","","4824"
"AR24","heliport","White River Medical Center Heliport","Batesville","35.768101","-91.634598","360","H1-","40","CONC/","","","4160"
"AR25","small_airport","Vilonia Airport","Vilonia","35.118698","-92.189301","590","","","","","","4834"
"AR27","small_airport","Lollars Creek Farm Airport","Wesley","35.938999","-93.845703","1430","16-34","2100","TURF/","","","4426"
"AR28","small_airport","Odom Field","Cabot","34.939301","-92.024597","280","46631","2640","TURF/","","","4419"
"AR29","heliport","Uams Heliport","Little Rock","34.747898","-92.339600","360","H1-","25","CONC/","","","4497"
"AR30","heliport","Baptist Memorial Hospital-Blytheville Heliport","Blytheville","35.943401","-89.916496","254","H1-","25","CONC/","","","4832"
"AR31","heliport","C. Andrew Laird Heliport","Sun City","33.613899","-112.273003","1140","H1-","30","ASPH/","","","4489"
"AR32","heliport","Dardanelle Hospital Heliport","Dardanelle","35.220901","-93.152702","320","H1-","60","ASPH/","","","4533"
"AR33","heliport","Honey Hill Heliport","Searcy","35.233398","-91.787399","340","H1-","150","TURF/","","","4332"
"AR34","small_airport","Pine Village Airport","Mayflower","34.981998","-92.445198","610","E-W","2000","TURF/","","","4296"
"AR35","small_airport","Henson Farm Airport","Fayetteville","36.086700","-94.105202","1420","15-33 18-36","2000/1600/","TURF/TURF/","","","4961"
"AR36","heliport","Medi-Port Heliport","Rogers","36.333401","-94.133499","1350","H1-","60","ASPH/","","","4772"
"AR37","heliport","St Michael Hospital Heliport","Texarkana","33.427300","-94.042099","1100","H1-","100","CONC/","","","4869"
"AR38","heliport","Arkansas National Guard Emergency Access Heliport","Dardanelle","35.219502","-93.179901","399","","","","","","5059"
"AR40","heliport","Sparks Regional Medical Center Heliport","Fort Smith","35.376999","-94.420197","460","H1-","40","CONC/","","","4666"
"AR41","heliport","Carroll General Hospital Heliport","Berryville","36.359001","-93.552101","1280","H1-","30","CONC-G/","","","4719"
"AR42","heliport","Ouachita County Medical Center Heliport","Camden","33.576500","-92.835403","212","H1-","96","ASPH/","","","4608"
"AR43","small_airport","Brickey Private Airport","Morrilton","35.100101","-92.783501","320","18-36","2300","TURF/","","","4422"
"AR44","small_airport","Flying W Airport","Texarkana","33.512600","-94.013496","265","46631","2500","TURF/","","","4664"
"AR45","heliport","St Vincent Infirmary Heliport","Little Rock","34.750599","-92.340698","435","H1-","40","CONC/","","","4440"
"AR46","small_airport","Penrose Airport","Mc Crory","35.189301","-91.048500","220","18-36","2640","TURF/","","","4764"
"AR47","heliport","Warner Brown Hospital Heliport","El Dorado","33.213501","-92.667900","212","H1-","31","CONC/","","","4534"
"AR48","heliport","Union Medical Center Heliport","El Dorado","33.214600","-92.667900","265","H1-","40","CONC/","","","4602"
"AR49","heliport","Veterans Administration Heliport","Fayetteville","36.079201","-94.159103","1453","H1-","45","ASPH/","","","4598"
"AR50","small_airport","Hess Strip","Wynne","35.266800","-90.983498","180","18-36","2600","TURF/","","","4491"
"AR51","heliport","Smith Heliport","Berryville","36.223999","-93.578201","1200","H1-","30","CONC/","","","4558"
"AR52","heliport","Hazen Heliport","Hazen","34.780399","-91.582603","230","H1-","30","CONC/","","","4711"
"AR53","heliport","Randolph County Medical Center Heliport","Pocahontas","36.289200","-90.995399","433","H1-","40","CONC/","","","4553"
"AR54","small_airport","Ralph Fulmer Field","Cabot","34.918701","-91.915100","245","18-36","2500","TURF-G/","","","4688"
"AR55","small_airport","R.V. Stewart Field","North Little Rock","34.739800","-92.090103","251","18-36","2800","TURF/","","","4413"
"AR56","small_airport","Amos Airport","Oil Trough","35.600101","-91.433502","240","N-S","2905","TURF/","","","4934"
"AR59","heliport","De Witt City Hospital Heliport","De Witt","34.279301","-91.338699","190","H1-","40","CONC/","","","4711"
"AR60","heliport","Methodist Hospital of Jonesboro Heliport","Jonesboro","35.808701","-90.666496","260","H1-","50","ASPH/","","","4443"
"AR61","heliport","Chicot Memorial Hospital Heliport","Lake Village","33.305302","-91.289200","125","H1-","40","CONC/","","","4451"
"AR62","heliport","Arkansas Children's Hospital Heliport","Little Rock","34.742699","-92.293701","440","H1- H2- H3-","27/44/44/","CONC/CONC-G/CONC-G/","","","4715"
"AR63","heliport","Mc Gehee Desha County Hospital Heliport","Mc Gehee","33.618401","-91.392303","140","H1-","50","ASPH/","","","4757"
"AR64","small_airport","White River Airport","Melbourne","35.921200","-92.005096","310","","","","","","4720"
"AR65","heliport","St Anthony's Medical Center Heliport","Morrilton","35.167599","-92.722099","400","H1-","70","CONC/","","","4442"
"AR66","heliport","Pike County Hospital Heliport","Murfreesboro","34.049801","-93.684097","335","H1-","30","CONC/","","","4540"
"AR67","heliport","Grandview Street Heliport","Osceola","35.700401","-89.975601","244","H1-","300","CONC-TURF/","","","4260"
"AR68","heliport","Fulton County Hospital Heliport","Salem","36.383099","-91.810204","700","H1-","30","CONC/","","","4891"
"AR69","heliport","Siloam Springs Memorial Hospital Heliport","Siloam Springs","36.181499","-94.541100","1140","H1-","50","ASPH/","","","4344"
"AR70","heliport","Bradley County Memorial Hospital Heliport","Warren","33.610401","-92.059303","200","H1-","30","ASPH/","","","4777"
"AR71","heliport","Hospital Heliport","Clarksville","35.467602","-93.419098","491","H1-","40","CONC/","","","4608"
"AR72","heliport","Baptist Memorial Hospital-Fc Heliport","Forrest City","35.039001","-90.773399","350","H1-H1 H2- H3-H3","60/60/40/","CON/ASPH/CON/","","","4566"
"AR73","heliport","Piggott Community Hospital Heliport","Piggott","36.389801","-90.202003","272","H1-","40","CONC/","","","4507"
"AR74","heliport","Cross County Hospital Heliport","Wynne","35.220100","-90.786499","265","H1-","36","CONC/","","","4554"
"AR75","heliport","Burns Funeral Home Parking Lot Heliport","Yellville","36.232601","-92.688202","670","H1-","60","ASPH/","","","4476"
"AR76","heliport","Augusta Heliport","Augusta","35.288700","-91.358498","212","H1-","40","CONC/","","","4834"
"AR77","heliport","Helena Hospital Heliport","Helena","34.509800","-90.626198","215","H1-","40","CONC/","","","4918"
"AR78","heliport","White County Medical Center Heliport","Searcy","35.233398","-91.732101","260","H1-","40","CONC/","","","4845"
"AR79","small_airport","Flying G Ranch Airport","Tillar","33.693199","-91.379601","150","46631","3750","CONC-TURF/","","","5226"
"AR80","heliport","North Arkansas Medical Center Heliport","Harrison","36.236500","-93.109299","1150","H1-","42","CONC/","","","4511"
"AR81","small_airport","Katheryn's Landing Airport","Leola","34.162300","-92.603798","250","44256","2800","TURF/","","","4601"
"AR82","small_airport","Gillespie Strip","Leola","34.171200","-92.695999","492","17-35","1700","TURF/","","","4841"
"AR83","small_airport","Heard Airport","Leola","34.176201","-92.700996","500","44652","1130","TURF/","","","5190"
"AR84","small_airport","Bobwhite Hill Ranch Airport","Mayflower","34.966499","-92.299301","350","","","","","","4734"
"AR85","heliport","Drew Memorial Hospital Heliport","Monticello","33.620098","-91.825996","296","H1-","40","ASPH/","","","4770"
"AR86","heliport","Ano Heliport","Russellville","35.308102","-93.224297","350","","","","","","4447"
"AR87","heliport","Crawford Memorial Hospital Heliport","Van Buren","35.434502","-94.339897","467","H1-","30","CONC/","","","4150"
"AR88","small_airport","Poe's Airport","Conway","35.054798","-92.353996","295","47423","2700","TURF/","","","4737"
"AR89","small_airport","Landers Loop Airport","Dover","35.400101","-93.066002","730","43862","2100","TURF/","","","4543"
"AR90","heliport","Stephens Heliport","Little Rock","34.736500","-92.508797","550","H1-","20","TURF/","","","4684"
"AR91","small_airport","Circle S Farms Airport","Lowell","36.225899","-94.032097","1200","18-36","2050","TURF/","","","4211"
"AR92","heliport","Harris Hospital and Clinic Heliport","Newport","35.608700","-91.265099","225","H1-","145","ASPH/","","","4546"
"AR93","small_airport","Ark-Mo Airport","Pollard","36.485600","-90.280403","308","46631","2400","TURF/","","","4330"
"AR94","small_airport","Squirrel Run Airport","Dyer","35.485401","-94.138298","415","","","","","","4802"
"AR95","heliport","Arkansas Methodist Hospital Heliport","Paragould","36.050900","-90.498199","326","H1-","40","CONC/","","","4505"
"AR97","small_airport","Chael Airport","Wooster","35.220100","-92.496498","320","18-36","2500","TURF/","","","4529"
"AR98","small_airport","Johnson Field","Mc Crory","35.264500","-91.189003","208","","","","","","4650"
"AS89","heliport","Public Safety Heliport","Glendale","33.538101","-112.182999","3995","","","","","","5010"
"ATUA","small_airport","Utai Airstrip","Utai","-3.386000","141.586800","707","","","","","","4359"
"AYAE","small_airport","Aeroport de MOUNT AUE","MOUNT AUE","-6.230289","144.664508","4250","","","","","https://www.travelhackingtool.com/airport/uae-airport/","4610"
